x_0,x_1,y_0,y_1,y_2
-1.7991825,-0.5440247,0.7305872,0.31274652,-0.73062587
0.021189757,0.8558357,0.695124,-0.8215726,-0.43813658
0.27060032,-0.9665472,-0.10535141,1.4254068,-1.4868165
-1.0215299,0.9209456,0.6003576,0.5100418,-1.2885605
0.9885812,-0.6081671,-1.8132974,0.77974397,0.51349
0.3190484,-0.037299443,1.2136194,2.0708823,0.52861136
1.5595182,0.8147914,-0.5609263,1.2397072,-1.4079922
-0.09973618,0.3506981,-1.2149757,1.6704122,0.8161982
2.0633826,0.43499434,0.08010475,0.65021235,-0.7152677
0.54802614,-0.35286412,0.75555223,-0.40110692,-0.20427245
-0.07881483,1.1300982,-0.40288582,-0.9978125,1.2103856
1.8138562,-1.1598905,1.4614505,-1.5283104,0.19991969
-0.084326334,-0.7582643,-0.20849694,0.82120126,-1.0433317
0.1726425,-0.12824838,-0.2758168,-0.18379945,-0.11112133
-0.1408334,0.16080138,0.085233636,0.7888327,-0.7465892
-0.23486845,0.47009966,-0.5244095,1.24901,0.30724162
-0.07698048,-0.44980583,1.6510133,1.0311631,0.9615529
0.37991956,-1.1930959,1.5566547,0.3237601,-0.6824881
0.16602992,0.9073091,-0.8353408,-0.57331693,0.10165304
-1.2571385,0.054170035,-0.8847454,-0.96228063,-1.8521914
0.12926592,-0.8800612,-0.76011926,0.042681344,-0.058902007
0.14964531,1.8424299,0.093896545,-0.15962826,0.8701565
-1.2174699,-0.18087575,0.24874692,1.4994284,-0.100266285
-0.047673848,0.26148328,-0.29495507,0.48908067,-0.2378602
1.2296933,-0.63743865,0.18360068,0.60814416,-1.7729112
0.8322147,0.15421967,-0.8179931,1.0195748,0.09284803
2.0028172,-1.3606476,-1.563381,-1.6446472,-0.4658053
-0.9164782,-0.03690967,1.00008,-1.3411353,1.3848511
-0.9299494,1.1150861,-0.5052539,-0.4803954,0.008939051
-0.70860046,0.6583738,1.1560771,0.2577866,0.55752844
-0.23724523,-0.72495955,-0.32159385,-1.647882,1.5704058
1.2808324,1.2506887,0.5465859,0.28832203,0.81517726
0.28904176,-0.6356098,-0.5187246,-0.11427881,-0.16564232
-1.8714658,0.14149213,-0.012644159,-1.4197688,-1.2142545
0.24758351,-1.7157964,-0.05182933,-1.4091287,-1.2961076
-0.89638186,-0.8816344,0.5827085,-0.4094695,0.5348235
0.6165535,0.81937,-1.3057919,-0.11117763,1.298548
-1.1866715,-1.554874,0.8181652,0.62667716,0.10568923
0.9840475,-0.9500659,-0.051946003,-0.600079,0.8377376
-1.4953898,3.2958958,1.7487264,-1.3091153,0.79042
2.153727,-1.1946238,-0.24950965,0.45437923,0.02176106
-2.3587441,-0.34956828,1.3410221,0.62728286,0.597064
0.95904803,-1.5373268,-1.0020922,1.6144322,0.33411357
-0.56498796,1.4189433,-1.7218807,-0.36048234,-1.0368397
-0.38172725,1.2065078,-1.0138081,0.48629588,-0.6049254
0.15968616,0.51394653,-1.2078195,1.5386015,-0.56219333
0.28756186,-1.1645912,1.9407511,0.09268526,0.59976465
0.01723065,-1.1816664,0.8138683,1.2525333,0.8799128
-0.7282702,-0.49638173,-1.4949092,-0.59374446,0.26164564
0.16767396,-0.4637776,-0.17964606,-1.4396464,-0.5257373
0.35535327,0.054331828,-0.684336,1.0711987,-1.4459988
2.9748626,-0.7746,0.77932,-0.7812246,-0.7237796
0.28895122,-0.33105627,-1.4041649,-0.8526602,-0.4494552
0.75344986,-1.1007663,-0.56903905,1.0467408,0.30405158
1.7195767,-0.32543218,0.7582739,0.10341457,-0.2638766
0.22040579,-0.42444476,-1.2740282,-0.66213304,-0.08127737
-2.2147155,0.51804,-0.60655564,-0.7802333,2.0607598
-0.14439031,0.021680249,0.40377724,0.61466694,-0.5129821
0.08710109,0.9187623,0.27928424,-0.8474699,-0.96397066
1.1754755,0.47533643,-0.6134174,1.6038857,-0.6198684
0.0056409165,-1.9976151,0.34608847,1.2290131,-2.3458722
0.85193366,-0.078931965,-0.75319433,-0.43436104,0.7964799
1.7278281,0.2368418,0.18111773,0.23948814,-1.5881205
0.77699995,1.8771955,0.05470883,-0.99950695,0.56542015
-2.5522711,-1.6025865,1.0880542,-0.7176909,0.9740843
1.2991381,0.38667816,-0.046055205,-0.2461015,0.098703824
0.58274233,-0.8618886,-0.46785933,-0.9204512,0.763359
-1.305722,0.48169377,-0.6574255,0.8002837,0.8656784
-1.8910859,0.26758626,-1.1591115,0.16195859,-1.7123029
-1.1739175,-0.65886605,-3.2719305,0.5395363,2.0151803
0.21082357,0.7048786,-0.18321791,-0.7762045,0.91407317
-1.6396968,1.9026135,-2.0676262,0.50945604,-0.034368206
-0.62747604,2.2455268,-0.60875905,1.4180696,0.9287422
-1.378315,0.8046391,-0.42196637,-1.2028661,-0.6332108
0.23598218,0.48367447,0.19186884,-0.25378078,0.6694214
1.008523,0.85284334,0.60492,-0.05166158,1.4997276
0.32444674,0.98507255,-0.97348857,1.2813998,0.07190339
-0.35074157,0.059929922,0.2999154,-0.7580154,2.0627027
-0.75614065,-0.11263208,0.34315896,2.0348191,0.350121
0.27050838,-0.25511315,-0.51746476,0.11369024,-0.03900621
0.001513388,0.86481506,-0.0601913,-0.8216326,0.9606813
-0.8023976,0.47536665,0.77090484,-0.5807477,0.81073785
0.45753744,-0.8170219,-0.6932064,1.3919104,-0.5186727
-1.8411108,0.58791214,-0.9436183,0.26580948,-0.44419268
0.73175937,0.50645477,0.91351306,-0.11521223,-0.45983377
1.2771049,-2.3448415,2.0466983,-0.09370652,0.56289154
-0.8590616,-0.89435554,1.0828373,-0.59061384,-0.13457957
0.7577425,0.5439639,-1.7889519,0.99676687,-0.6693326
-0.05661257,-0.76912296,0.58839464,0.57787424,-0.36321267
1.5981616,0.77566385,1.533229,0.77784395,-1.2805195
0.35827568,-1.1393471,0.27579993,1.2432456,-0.30521488
-0.5598641,0.060608406,0.3140197,-1.9752898,-0.7523648
0.22476882,-1.8598374,-0.1977856,0.07613589,0.18343878
0.37852946,1.2016658,0.17598224,-0.19801399,1.0381901
0.52578306,1.0096906,0.01387977,-1.0857801,-0.5241853
-0.5323184,-0.2627786,-1.095647,-0.14260858,0.9283638
0.18217988,1.6993186,-0.48088616,-0.109481946,-1.2758754
1.322785,1.885604,0.109591074,1.4506179,1.2843477
0.49040514,-0.36108392,0.1814519,-0.9720321,2.5246477
-1.799223,0.15899982,0.8632877,0.3307781,-0.5978934
-1.2974691,0.1752833,-1.5348718,1.3956954,-1.7657133
1.2748665,0.4653,2.2517753,-0.07979293,-2.600597
0.011504262,0.27347407,0.97611713,-0.51821345,0.6076906
-1.0256888,-0.8273996,-0.21734646,0.018466715,-0.1821482
-0.12060281,0.7202253,-0.51648366,1.6493818,0.854012
-1.4758114,1.4929385,1.0473372,-0.62401104,0.62399614
-0.9034174,-1.6668841,1.5324196,0.15155362,0.7742926
-0.98379767,0.54759485,-0.3854831,-0.12738359,-0.90768087
1.6248488,-1.9176477,-0.27253264,0.14907022,-0.6691285
0.62879133,-0.5037479,0.69383883,-0.04143374,0.5221233
-0.99774235,-1.2567214,0.07777582,1.4817226,-0.19181703
-0.48804712,0.6231467,-0.7534322,-0.34267807,1.2751955
1.6159621,-0.69203585,0.32523298,1.238836,-0.04382108
-2.08716,2.1564803,-0.8217736,-1.849496,-0.90781474
0.5725863,-0.28292012,-0.17731988,0.80180305,-1.5994916
0.64347005,-1.4372388,0.058037434,-1.3457216,-1.1019104
1.7728504,-0.96486086,-0.6034619,-1.0021365,0.044487204
-1.71876,-0.5611506,0.54752433,0.16416164,-0.7537344
-1.0640508,0.7926597,0.02650715,0.427081,1.8086947
1.3158413,0.68742996,1.0854915,1.1978561,-2.4885418
0.91742367,-2.0833993,1.3682555,-1.3058244,-1.1644889
0.94835585,0.9356114,0.10809348,1.5083189,1.0293368
1.1471751,-0.84272546,-0.015516825,-0.6901337,-1.9791732
0.09073721,-1.7680233,-2.2635095,-1.2016097,0.5581517
0.884783,0.13117413,-0.09470871,0.8135253,-0.6027172
-0.35861495,-0.3446292,0.3425101,-0.4045172,1.3931834
2.3055353,0.49272552,1.0162653,1.297364,-0.7620755
0.9398826,-1.1101968,-1.2053185,0.20696396,0.47811157
0.6157526,-0.8325033,-0.66347104,1.0669069,-0.6692497
1.4548489,1.3306063,2.001224,-0.51095766,0.1553496
0.92637396,-0.7007226,0.50205004,0.43484545,0.1387105
0.7409835,-0.62306017,0.86603916,0.5721119,0.39609584
-1.3680015,-0.19633976,0.1296339,-0.26214617,0.1818078
0.83727616,-0.29950726,-0.08661897,-0.2991346,-0.45001996
-1.9766341,0.7829378,-0.056297373,0.92081845,-1.6386318
-0.6994773,-0.07205548,1.5057516,-0.29981264,-0.6391205
-0.24963439,-1.5971794,0.7868794,-0.21298549,0.9064623
1.4137698,-1.4450611,0.65577704,-0.33060458,2.6812127
0.10366869,0.44172493,-0.049184673,-1.3180256,-0.4541507
0.58718956,-0.05488468,-0.067981705,0.21676107,2.1847644
-0.5419,-0.17006247,-1.3409767,-1.5018811,-0.29825982
1.404271,-0.45602092,-0.46584588,1.9662042,-1.197975
-1.1471868,-0.3861917,0.7336763,1.3952881,1.6144845
-1.4771286,-1.0732244,-1.0745028,-0.3911096,0.68351966
0.59895253,-0.2293953,-0.038580477,-1.141967,0.6681862
1.1958272,-0.76685,0.7994957,0.55655605,-0.4067204
-1.0639124,1.313859,-0.3717409,0.26488492,-0.72329664
-1.4932889,0.55336785,-1.0163915,-0.8491501,-0.62105244
0.05645411,0.3852313,1.7242575,-1.0755024,0.46170548
-0.13484178,0.60781276,1.2443259,-1.2680341,-1.1152842
-0.8603098,2.170862,0.87891537,0.8854224,0.7397248
-0.13758816,-0.39426228,0.15479279,1.3892312,-0.90376383
0.42012763,0.019083707,1.0439824,0.19460084,0.21774365
0.12071285,-1.7587351,-0.17074482,0.7710009,-0.46535578
0.17260143,0.270216,-0.38807255,0.89412296,-0.9423512
0.35743144,0.17113134,0.53616303,2.2605739,-1.0796392
0.3299958,0.4425748,-0.4064039,0.9271213,0.49119556
0.65925956,0.09022307,0.31211042,0.45975238,0.40892997
1.7460579,1.8216891,2.4695585,0.22614552,-0.85650545
0.45405793,-0.9249423,0.04362793,-0.29211643,0.21936002
0.39360234,0.47795907,-0.6467229,0.95901114,-0.61465883
-1.2569174,-0.3230389,0.7953771,0.24734022,0.13622586
2.405844,-0.9876166,-1.880059,1.1613572,-0.79625535
-2.1878762,0.509978,1.0019048,0.63570774,1.2018433
-0.20816706,0.20924187,1.1078588,0.7474236,0.55486566
0.5251921,-0.066224255,-0.65146035,0.23150158,-0.6041325
0.5653374,-1.4531822,0.23290479,-0.7313544,1.2555867
-0.98535824,-0.49485484,-0.5936735,0.7456951,0.81409615
1.0775092,1.4062647,0.20646684,0.10767496,1.3953186
-0.45654738,1.4272288,0.38683838,-0.8422938,-0.6134146
0.46330392,-1.9182228,0.8009096,0.039456718,-0.4919992
1.10516,-0.3190717,1.1980708,0.29075703,0.33408478
-1.0098499,0.6054,0.37987602,0.9045273,1.0295444
-0.76003516,0.47179675,0.8061643,-1.773856,0.68923825
1.3572321,-0.952063,0.042790476,-0.8472177,2.5776875
-1.4832394,1.7714922,-0.5486338,-0.9986963,-0.68466616
-0.81949395,-0.47716814,0.9320077,2.0396116,1.1946834
-0.60059667,1.1958548,0.17422272,-0.49062562,-1.9876555
0.27853662,-1.4562628,0.06618447,-1.488841,0.25173277
-0.7061211,0.43019485,-1.3642533,-1.6187549,-0.34229705
0.35411054,0.17137836,0.77445143,1.4334327,-0.35899565
1.5790073,-0.02539989,0.932074,-1.1891699,1.5852935
1.4477868,-1.608051,-1.9127156,-0.0037578384,-0.13489577
0.86095846,0.98158705,0.19234538,0.98247313,1.2068771
-0.50322556,0.4351031,-0.10905158,-0.22085392,2.0281336
0.96844155,-0.8977889,-1.1263052,0.3698543,-0.7018112
0.7928664,0.069366895,-1.6166346,-0.1882096,-0.10338594
1.5847913,0.33188802,1.6999478,0.31075388,1.0164545
0.802167,1.6538916,0.020658784,0.9714216,0.2360576
0.99975777,0.1865208,-0.41129252,-0.5900986,-1.1302484
0.26417786,-0.2434969,-0.79492605,-2.1734915,1.0464557
2.3324015,-0.55021006,-2.2719793,-0.6753096,0.9117906
0.60794055,-2.043101,-0.5749833,0.89578176,-1.6324352
0.12332091,1.6967162,2.4022589,0.570235,0.62754464
-0.43013924,-0.7858618,-1.176031,-1.0064918,2.5262911
-0.26380715,0.44954938,-1.06438,0.5472073,-0.7189567
-1.425155,0.90412545,-1.2899885,-0.61276907,1.7202383
-0.21439521,-0.3412303,-1.7204751,1.5485798,-0.063689515
-1.4555684,0.17075004,-0.35233688,-0.45929387,1.203087
-0.6261164,0.3314528,-0.21224314,-0.19686627,0.69345546
-0.2064829,-0.2803223,0.010097026,-0.4851527,-2.1521692
-2.2669678,0.19410028,0.70652604,0.45828465,-1.0277826
-0.7901432,-0.06715135,1.4387667,0.5048674,0.68392146
1.1815708,0.06095571,-0.64396566,-0.10905406,1.3699951
-0.16628926,-0.6062784,-0.7499533,1.3203936,-0.47573224
-0.20451325,-1.3436598,0.0067711514,-0.035519846,1.7883848
-0.28065372,0.04231832,0.5973714,0.5917104,0.92142904
2.057879,2.2737203,-1.7986628,0.21101272,-0.88263506
-0.8641627,1.8471192,2.7357936,1.1813821,-0.104816936
-1.7187597,-0.79034066,1.0638996,-0.992789,-0.079134464
-0.5592635,0.34976384,0.93270874,-0.28665125,0.29040858
-0.950123,0.07894574,-1.2754977,1.1650631,-1.3646334
-0.92773324,1.1314455,-0.3623748,1.7222903,0.8406444
-2.553896,2.1153603,-0.07021763,-1.2908572,0.23139316
0.43181846,0.2667494,1.0178634,-0.72346085,-0.10834936
-0.78999853,0.6083429,1.2266799,-1.3814998,0.8047498
-1.0437666,0.72001433,0.25817928,1.6321512,-1.5453695
-0.07467217,1.1862153,-0.97146505,-0.76585144,0.05257284
1.1101655,0.01441813,-1.4252843,-2.526672,1.3951436
1.3663121,-0.38845962,1.5218787,0.32202628,-1.3129725
0.087679304,1.425425,0.59730566,0.65702486,-0.55580777
1.9039034,-0.08286329,1.2849075,-0.24257508,1.3937831
0.09207357,1.5041467,0.26828003,1.165743,0.19435272
-0.5688966,0.62539786,1.1858214,0.98951095,-1.0781333
0.0492333,0.19173472,0.2812743,-0.6402745,-0.08088162
1.4634072,1.3759748,1.7342151,-0.12683034,-0.40556484
0.70764893,-0.18841338,0.31425357,1.0298316,1.7956004
-1.7031454,0.15158552,0.46321866,-0.43460667,-0.34236297
0.3054555,-1.1179107,0.024247082,-0.8099143,0.7113235
-0.26798508,-0.91347545,-0.22977696,1.6606475,-1.2161003
-1.3509934,-0.690394,0.82143074,1.6890855,0.92421186
0.811806,1.7379671,0.91576445,0.28947437,-0.85271114
-0.28618068,0.41656256,-0.20681721,-0.85802937,-0.10716573
1.1242248,-0.46498102,0.5459521,0.5201971,-0.037610434
-1.0209138,0.5237243,-0.6317394,-1.133944,-0.53190833
0.39270294,0.3485641,-0.46627247,0.2208405,-0.27379927
0.6386202,0.06505279,0.9769549,-1.6928889,0.39727524
-0.8970783,-2.1739395,0.0067894883,-0.22346626,-0.1571068
-0.31903893,0.5694759,0.8703744,-0.9090144,-0.00477854
-0.060095526,0.7993985,-1.0806772,0.83598953,-0.79958594
-0.86983776,2.0212638,-0.004756697,0.6808688,-1.2407486
-0.9850176,0.02474903,-1.609026,0.8544066,-0.5251137
-1.9137771,0.58697975,1.2366935,1.336039,-1.3058119
-0.25631073,-0.08785128,0.37739113,1.2835158,-0.29162613
-0.31886017,-1.4098066,-0.23456787,1.0669382,0.57134056
-0.5638757,-1.4804555,-1.036724,-0.990629,1.057018
-0.7818326,0.54241776,0.7613563,0.22581978,0.21207356
-0.36223677,-0.61921597,0.7225866,-0.18540551,-1.6868224
-0.7324254,0.19571616,-0.21167824,0.26310053,1.3050724
0.035917662,-0.3057737,-0.22302356,-2.100715,0.061262105
0.28132656,0.24806528,0.08103434,0.17480658,-0.9668302
0.36681163,0.75550437,0.055325687,-1.9904673,1.6300852
0.16763176,0.78546566,-0.058993895,-0.42763507,0.016761439
-0.67934823,-0.39638627,0.9968206,0.7182843,1.1913266
1.2057945,1.3794038,-0.26340738,0.5352052,0.7131509
-1.7557824,-0.42107636,0.109887585,-0.54807407,0.95285565
2.5158663,0.84116954,0.10732527,1.4276426,1.8039097
0.05483485,0.73494816,-0.06557289,-0.5406755,0.9684733
0.4048931,0.8481465,1.2526915,-2.0189373,-0.76156795
0.5342396,0.97109985,1.372953,0.36739662,0.58205426
0.034710858,-1.5282338,0.3956582,-1.0359179,-0.43337893
0.108709306,-0.2799148,0.37604994,0.19298318,-1.087113
1.2852062,-1.2630243,-1.0734073,-0.33601558,-0.92608076
2.4164886,0.5626944,-1.4164022,-0.9937895,-0.08972297
1.620018,-0.45756873,-0.26356286,-1.7633554,-1.159294
-0.13326293,3.3700008,1.232241,0.7642789,-0.82504547
-0.247705,0.5795954,-0.2974007,0.16046041,-0.3775238
-0.78058773,-0.7093625,0.29096967,0.54756063,0.51998633
0.2541489,2.7687645,-0.082173444,-0.32675594,0.6011703
0.19637783,2.3231957,-0.10896009,-0.3613555,-0.7362413
-0.85289913,-0.1950502,-0.46111658,-1.1373907,-0.25510475
-0.7158483,-1.4945506,0.14889991,-0.49317142,0.23277996
-0.24016522,0.7143467,0.8906888,0.9189811,0.474949
0.2464404,0.45060828,0.67348033,1.5249478,-0.49281734
0.4717624,-0.9214289,-0.30392063,-1.0717478,-0.10933653
0.5037348,-0.5233797,1.0806814,1.5284222,2.524858
0.15744974,-0.066369675,1.2390543,0.156618,-1.1366123
1.4226407,1.2862139,0.555655,1.1643964,0.80343443
-1.0736907,-1.156827,-1.4514127,-0.5539295,-0.6693241
-0.7969393,2.6114776,1.4643073,0.8147762,2.1266372
1.4049629,0.22038068,-0.23204918,-0.43087193,0.09082869
0.86246073,1.2708551,0.94349456,-1.7053671,0.012444991
-0.55513525,0.38936612,-0.87017727,0.90766186,0.93889886
1.249329,2.0991194,-1.7075988,0.50429434,-0.14709958
-0.9869921,-0.4547593,0.6765189,0.3614933,-1.499123
1.0909585,-1.3035953,0.002141904,-0.9575061,0.72752297
0.49578336,-0.25029173,0.57866627,0.61311597,0.09978122
-0.84370935,-0.9971271,0.7285614,-1.2588072,-1.6375703
0.43723032,1.7289877,-1.1469494,-0.00015175539,-0.8972202
-0.15048288,-0.48584574,-1.7186759,-0.69786036,-0.69095683
0.27424806,0.70900357,-0.43749836,0.5488066,0.15524322
-0.3387646,-0.399333,1.8933367,-2.6295426,0.90198964
1.7948145,-0.14326023,2.0379667,0.028087724,0.6328627
0.9131357,-0.8435985,1.6220156,-1.627662,-0.74184173
0.0042941654,-0.32790115,0.40999156,1.6363596,0.32405028
0.20424895,-0.48624295,0.18750471,-0.070787705,0.39534715
-0.5899964,2.0918148,0.9015488,-1.8396844,0.40219244
0.022590395,-0.98720396,-0.03531273,-1.3731257,1.191337
-1.789282,1.7187033,1.6577673,0.20487599,1.1957544
0.79806304,-0.3022212,-1.3287356,0.047224555,-0.43460938
0.13558449,-0.82530165,-1.4471765,0.841891,-0.64553225
-0.35836738,-1.5144855,-0.21559909,1.6285745,0.2890344
0.2218842,0.11504675,-0.5153558,-0.786725,0.04234069
1.9822403,-0.8184993,-0.03754335,-0.8598036,-0.7697194
-0.81787574,1.6301583,-0.7214237,0.18316689,-0.5028197
0.33171657,-0.0956899,-1.5171913,1.6311463,0.23430604
0.10553767,1.0657701,-1.113844,0.6693239,-2.2507873
0.06795717,2.053449,-0.4966828,-0.021859337,-1.3422306
-0.034226,-0.4540157,-0.79302025,-1.517672,0.39624748
0.47635263,0.3116003,-1.1693954,-0.5506144,0.06515195
-0.68453324,-1.6655017,1.6665562,-1.1910883,0.07056436
-0.2743613,-0.4098906,-0.7963828,-0.93919027,-0.5467378
0.77448815,1.0639788,0.25272027,-0.7244736,-0.91038257
2.365017,1.6108929,-0.17109184,-0.45527866,1.3889489
1.1851842,1.4436394,0.42449674,0.43617368,-0.43751195
0.37361404,0.18411492,0.2971682,1.2084922,-1.359916
1.0210204,0.062604666,1.5733827,0.41177943,0.08238709
0.274178,-1.4544095,0.54253805,0.19232844,-0.25843263
0.87347394,1.4516932,0.5439876,-0.28458086,1.3412881
0.8580918,-0.7312433,-0.16029702,-1.3660948,0.70913917
0.59592474,-0.34858626,-0.7903783,0.15351292,1.7749162
1.3406663,-2.2176247,-0.8466732,-1.6622645,0.5185107
-0.02777925,-0.35449955,-0.056980804,-1.5191743,0.6991089
0.20828459,0.13230662,0.6903427,-0.7223518,1.0427115
1.4729148,-0.072808474,-1.2289706,1.0532495,0.72672147
-0.73946303,-0.028556606,0.74200696,-0.35788327,-0.5587426
-1.087687,-0.35527334,0.8251272,-0.49275625,1.0604706
0.7725121,1.1609348,-0.67223746,0.16762108,-1.1324406
0.5514843,-0.74202055,0.34561428,-0.49758503,-0.22567041
0.43205526,-0.21719673,0.074374415,-1.1027325,-1.3278357
-0.4139344,0.33088097,0.11756489,0.12879063,0.15234247
0.95897967,0.29080072,0.87984926,0.45563668,-0.0802684
-0.39605156,1.5590605,-0.5233259,1.114278,1.4225968
0.03241448,-2.1635547,1.45281,1.1683365,0.4252613
0.10684422,-0.052696817,-0.83251005,-1.7162088,1.0507681
-1.4870303,-0.08168594,-0.160254,0.7713373,-3.6480002
0.27584586,0.68019426,-0.74673086,-0.4882848,1.8347874
0.4730137,1.6382644,0.16167502,-1.4491403,0.19308414
0.47504497,2.1937447,1.2871869,0.019969715,-0.48109
0.35453433,-0.6124528,-0.79599583,0.32233748,-1.0724396
-0.35379797,-0.54802614,0.3712821,-2.7288764,-0.1261145
-1.7015672,-1.3219061,1.0022697,-1.8646711,-1.9731628
-0.59973323,-0.3777114,-1.5330963,-1.1410625,-0.7907205
0.8590212,-0.6834574,-0.9579733,-0.48931575,-1.5222212
-0.26262006,0.5362095,-2.0404322,-0.7782319,-0.39807883
-0.1977329,0.310344,0.35188323,-1.0750458,0.39716315
-1.3262424,0.62940913,0.57130057,0.070377715,0.53621244
-0.20185354,0.7507151,1.8016686,-2.6907976,0.5515973
1.3458788,-1.7551905,0.46231288,0.5952825,-0.0362691
0.40809286,0.37620312,1.5266914,-0.22093475,0.3097931
